customer_id,customer_gender,kids_home,teens_home,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,typical_hour,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,year_first_transaction,total_spend,age,has_loyalty_card
3,0.0,0.0,0.0,0.0,0.0,-0.1045641447368421,1.000324464633355,0.0,-0.11882388602606851,-0.24561403508771928,-0.4480234260614934,-1.0817901234567902,-0.40990371389270974,-0.17890520694259013,0.13524590163934427,0.2780487804878049,0.46153846153846156,1.1472512605468608,0.7142857142857143,-0.10811086549906479,0.06451612903225806,0.0
4,0.0,0.0,-1.0,-1.0,-0.5,0.05686677631578947,-0.16450356911096692,0.0,1.8684449833282812,0.2807017543859649,-0.568081991215227,-1.058641975308642,-0.6822558459422283,1.5941255006675568,0.45081967213114754,1.648780487804878,0.04895104895104895,-0.2620088464361297,-0.2857142857142857,0.003638836932494474,-0.12903225806451613,0.0
5,1.0,-1.0,-1.0,0.0,-0.5,-0.04897203947368421,-0.47696301103179756,-0.125,0.10184904516520157,-0.8020050125313283,-0.5344070278184481,0.8271604938271605,-0.32737276478679506,-0.2389853137516689,-0.5,-0.5121951219512195,-0.2937062937062937,-0.49828977556538334,-1.4285714285714286,-0.31494643768066655,0.0,-1.0
7,1.0,-1.0,-1.0,1.0,-1.0,-0.45308388157894736,-0.11842959117456198,0.75,-0.4692331009396787,0.8421052631578947,0.9516837481698389,0.375,0.7867950481430537,-0.2683578104138852,2.1024590163934427,-0.697560975609756,-0.21678321678321677,0.041425841339081754,0.8571428571428571,-0.355551776908689,-0.3548387096774194,0.0
8,1.0,-1.0,-1.0,2.0,-1.0,-0.31377467105263157,2.2151200519143415,0.625,-0.11033646559563504,0.42857142857142855,0.3440702781844802,0.5231481481481481,0.6932599724896836,-0.5193591455273698,2.1024590163934427,0.5560975609756098,-0.8181818181818182,-0.1547042680433944,0.8571428571428571,0.3820778779119197,0.06451612903225806,0.0
9,0.0,0.0,0.0,0.0,1.5,0.29009046052631576,-0.10188189487345879,-0.75,1.499848438920885,-0.03759398496240601,-0.17569546120058566,-1.0833333333333333,-0.5983493810178817,-0.23097463284379172,0.00819672131147541,0.0,-0.2727272727272727,-0.2597988573400304,-0.5714285714285714,0.056078898146573714,0.0967741935483871,0.0
10,1.0,1.0,0.0,-1.0,-1.0,0.7596628289473685,0.0,-0.375,0.985753258563201,0.2932330827067669,2.0900439238653004,1.0308641975308641,1.6671251719394773,0.26702269692923897,-0.08196721311475409,-1.0146341463414634,0.5524475524475524,0.10521155835645117,-0.14285714285714285,0.6924332596497195,0.03225806451612903,0.0
11,1.0,0.0,0.0,0.0,1.5,1.3784950657894737,0.023685918234912395,-0.25,-0.34070930585025766,-0.02506265664160401,0.23133235724743778,0.2191358024691358,0.30261348005502064,0.739652870493992,2.1024590163934427,0.34146341463414637,0.3986013986013986,-0.21999583891455787,0.2857142857142857,1.1874511137561639,-0.1935483870967742,0.0
12,0.0,-1.0,-1.0,-1.0,-0.5,-0.30604440789473686,-0.3945489941596366,0.75,-0.41952106698999697,-0.9047619047619048,1.560761346998536,-0.9104938271604939,0.11966987620357634,-0.017356475300400534,-0.6229508196721312,-1.2829268292682927,-0.6573426573426573,-1.0842810794035374,0.42857142857142855,-0.5009692229212719,-0.9032258064516129,-1.0
14,1.0,0.0,-1.0,0.0,0.0,-0.41295230263157895,0.2209604153147307,0.0,1.4404364959078508,0.9473684210526315,-0.5241581259150805,-0.8966049382716049,-0.6698762035763411,0.9439252336448598,-0.18442622950819673,-1.1560975609756097,-0.46153846153846156,-0.12315498538994085,0.2857142857142857,-0.3830300969222921,0.7419354838709677,0.0
15,1.0,-1.0,0.0,-1.0,0.0,-0.47413651315789473,-0.28520441271901364,-0.625,1.6198848135798727,0.21553884711779447,-0.6456808199121523,-0.6558641975308642,-0.4607977991746905,2.0714285714285716,-0.28688524590163933,0.5560975609756098,0.21678321678321677,-0.3748589882657734,-0.14285714285714285,-0.4495493963611631,0.7419354838709677,0.0
16,0.0,-1.0,-1.0,0.0,2.0,-0.15587993421052632,-0.4419208306294614,0.375,0.18066080630494089,-0.6491228070175439,-0.4407027818448023,0.5632716049382716,-0.033012379642365884,-0.1054739652870494,-0.5491803278688525,1.7365853658536585,-0.6013986013986014,2.225025913550711,0.8571428571428571,-0.34283285155585785,-0.9354838709677419,0.0
18,1.0,-1.0,0.0,1.0,-1.0,-0.20662006578947367,2.2151200519143415,1.0,-0.4449833282812974,0.38345864661654133,0.32503660322108346,0.8024691358024691,0.3108665749656121,-0.6421895861148198,1.819672131147541,1.0878048780487806,0.07692307692307693,0.49643889622663406,0.42857142857142855,0.5967352491072947,-0.8064516129032258,0.0
